houseid,pno,p3p3_sex,p3p4_age,occupn
103040421022e11,3,2. Female,13,NA
304130221345e11,3,2. Female,11,NA
702100512291e11,7,1. Male,7,NA
201030121118e11,9,1. Male,3,NA
10302032102e12,7,2. Female,6,NA
704080622327e11,7,2. Female,10,NA
602021911844e11,9,1. Male,25,NA
120303082297e12,4,1. Male,8,NA
603021811857e11,5,1. Male,21,NA
120201162308e12,4,1. Male,13,NA
40205072155e12,4,1. Male,12,NA
802100422491e11,7,2. Female,6,NA
130304012322e12,5,1. Male,7,NA
901090122655e11,9,1. Male,5,NA
603031111972e11,10,2. Female,3,NA
902050122752e11,6,1. Male,22,NA
705050122442e11,6,2. Female,19,NA
11041001229e13,11,1. Male,54,NA
100105032281e12,5,2. Female,71,NA
70210021237e12,10,2. Female,7,NA
603012512126e11,5,2. Female,24,NA
803040322603e11,4,2. Female,15,NA
304030221378e11,3,1. Male,19,NA
101110721065e11,6,1. Male,15,NA
901050422663e11,3,1. Male,9,NA
405070521533e11,2,1. Male,14,NA
605050512059e11,4,2. Female,2,NA
602040912216e11,5,1. Male,1,NA
40201012164e12,3,1. Male,5,NA
603023011979e11,9,2. Female,8,NA
101010221062e11,3,2. Female,14,NA
110409022287e12,8,2. Female,6,NA
103040421024e11,5,1. Male,16,NA
504010121712e11,2,2. Female,67,NA
505050221761e11,4,2. Female,11,NA
303070121273e11,63,2. Female,12,NA
302090911479e11,2,2. Female,37,NA
303040221401e11,4,1. Male,23,NA
705050122441e11,12,1. Male,2,NA
705030422454e11,4,1. Male,18,NA
305020221269e11,4,1. Male,8,NA
110302022295e12,2,2. Female,36,NA
30209111141e12,7,1. Male,22,NA
705020422272e11,5,2. Female,21,NA
603022112277e11,1,1. Male,61,NA
603023712153e11,4,2. Female,12,NA
603022312151e11,8,2. Female,25,NA
603024012145e11,6,2. Female,13,NA
101090721037e11,4,1. Male,8,NA
30211042132e12,7,2. Female,5,NA
903070422755e11,2,2. Female,30,NA
120302091298e12,5,1. Male,24,NA
602021111918e11,3,1. Male,8,NA
802030622624e11,4,2. Female,23,NA
80310012257e12,2,2. Female,45,NA
604010122098e11,6,1. Male,21,NA
602022312205e11,5,1. Male,14,NA
40202042166e12,3,1. Male,13,NA
201010211114e11,2,1. Male,68,NA
506040521741e11,3,1. Male,11,NA
120105062305e12,2,2. Female,40,NA
103010221079e11,11,1. Male,6,NA
101100821049e11,7,1. Male,12,NA
203030221147e11,8,1. Male,0,NA
606050511913e11,7,2. Female,24,NA
120103052306e12,7,2. Female,2,NA
110306091286e12,4,1. Male,18,NA
507050521811e11,2,2. Female,34,NA
504030321711e11,2,2. Female,55,NA
120201112309e12,5,1. Male,10,NA
4031102215e13,3,1. Male,4,NA
903070122677e11,6,1. Male,5,NA
70502032227e12,7,1. Male,11,NA
701020322284e11,3,2. Female,25,NA
903040122714e11,5,1. Male,5,NA
903040122713e11,3,2. Female,3,NA
120301082295e12,4,2. Female,20,NA
603024312033e11,2,2. Female,5,NA
130304072327e12,6,2. Female,6,NA
302091211265e11,4,2. Female,65,NA
603024012145e11,5,2. Female,0,NA
604010422096e11,1,1. Male,28,NA
802050222491e11,1,1. Male,75,NA
204080111097e11,8,1. Male,5,NA
504030221709e11,4,2. Female,16,NA
120201022309e12,7,2. Female,5,NA
606070111955e11,4,1. Male,15,NA
603026612152e11,4,2. Female,12,NA
50504072178e12,3,2. Female,14,NA
605020512015e11,6,2. Female,16,NA
603013722128e11,3,1. Male,11,NA
120302232298e12,4,1. Male,12,NA
102020121028e11,4,1. Male,12,NA
701080322289e11,2,2. Female,26,NA
130304052325e12,4,2. Female,4,NA
603024411866e11,4,1. Male,6,NA
406030211572e11,5,2. Female,10,NA
704050122373e11,4,2. Female,15,NA
100506032279e12,5,2. Female,7,NA
403090321505e11,4,2. Female,16,NA
701040222252e11,3,2. Female,14,NA
303060321365e11,4,1. Male,8,NA
130503101329e12,6,1. Male,11,NA
130102052313e12,3,1. Male,19,NA
901090422655e11,5,2. Female,1,NA
130401042316e12,4,1. Male,8,NA
80403012254e12,4,2. Female,8,NA
13020702232e13,2,2. Female,44,NA
401020421616e11,10,1. Male,6,NA
100305072276e12,6,1. Male,14,NA
101090521038e11,6,1. Male,18,NA
704060522378e11,10,2. Female,2,NA
602021112073e11,3,2. Female,13,NA
602022012207e11,2,2. Female,31,NA
602040912072e11,3,1. Male,19,NA
903070422754e11,2,2. Female,52,NA
130301062325e12,7,2. Female,5,NA
303050921362e11,4,2. Female,15,NA
60506051196e12,5,1. Male,23,NA
603021812164e11,4,1. Male,17,NA
603022612155e11,1,2. Female,45,NA
602060312212e11,7,2. Female,8,NA
603024011871e11,3,2. Female,15,NA
705040222266e11,9,2. Female,7,NA
605010312025e11,4,2. Female,18,NA
507050521806e11,4,2. Female,27,NA
304120121355e11,5,2. Female,1,NA
100201032284e12,5,1. Male,13,NA
802070322543e11,4,2. Female,8,NA
130303062325e12,3,2. Female,12,NA
705010122368e11,12,2. Female,22,NA
603012912192e11,7,2. Female,14,NA
803032612414e11,6,2. Female,12,NA
603022412189e11,5,2. Female,8,NA
803040222604e11,4,2. Female,12,NA
120308082311e12,3,1. Male,21,NA
502030221725e11,6,1. Male,13,NA
100602022282e12,9,2. Female,8,NA
602040512179e11,10,2. Female,80,NA
802090422494e11,4,2. Female,11,NA
603022912143e11,7,1. Male,7,NA
603030712293e11,5,1. Male,31,NA
100102012282e12,3,1. Male,6,NA
70109022248e12,8,1. Male,3,NA
606040212118e11,2,2. Female,45,NA
605050412039e11,1,1. Male,21,NA
902030612735e11,4,1. Male,3,NA
602050512061e11,11,1. Male,28,NA
201010511093e11,4,2. Female,12,NA
203010121166e11,3,2. Female,8,NA
302090611247e11,5,1. Male,22,NA
902030612735e11,9,1. Male,1,NA
101100621035e11,3,2. Female,14,NA
506040221695e11,4,1. Male,12,NA
110306091286e12,5,2. Female,8,NA
120306022296e12,3,1. Male,20,NA
603020512216e11,3,1. Male,14,NA
603013112191e11,12,2. Female,20,NA
606070211949e11,6,2. Female,24,NA
203020921162e11,5,1. Male,12,NA
903070422754e11,7,1. Male,6,NA
504010421706e11,3,2. Female,77,NA
302011011254e11,2,2. Female,52,NA
602040912212e11,3,1. Male,19,NA
603022212151e11,3,1. Male,7,NA
90202012269e12,7,1. Male,20,NA
204010321207e11,3,2. Female,10,NA
606010211955e11,1,2. Female,19,NA
13020102233e13,6,2. Female,0,NA
406010721577e11,3,2. Female,11,NA
110303062287e12,3,1. Male,10,NA
602021112074e11,3,1. Male,34,NA
603022311855e11,19,2. Female,38,NA
130201032319e12,10,2. Female,3,NA
201030221119e11,8,1. Male,8,NA
705070122457e11,3,2. Female,0,NA
302010711311e11,7,1. Male,9,NA
603030412149e11,2,1. Male,28,NA
101090121002e11,11,2. Female,1,NA
403040421473e11,7,2. Female,6,NA
602050712063e11,4,2. Female,3,NA
701050222251e11,4,2. Female,77,NA
204030321183e11,9,2. Female,9,NA
60203051193e12,10,2. Female,6,NA
130102022312e12,6,1. Male,12,NA
701010322256e11,3,1. Male,7,NA
402010621655e11,5,2. Female,5,NA
120306112301e12,7,1. Male,11,NA
60302041189e12,3,2. Female,18,NA
304140321393e11,5,1. Male,2,NA
703040322411e11,6,2. Female,27,NA
703040322411e11,5,2. Female,3,NA
203030421177e11,8,2. Female,2,NA
603024912189e11,7,2. Female,30,NA
301070621434e11,4,1. Male,12,NA
304130221388e11,6,2. Female,12,NA
110205012286e12,3,2. Female,15,NA
100101012282e12,3,1. Male,14,NA
30608032144e12,4,2. Female,5,NA
120302081303e12,3,1. Male,12,NA
903070422754e11,2,2. Female,16,NA
60607061208e12,4,1. Male,8,NA
603021712248e11,4,1. Male,12,NA
201010611115e11,12,2. Female,90,NA
306040221455e11,5,1. Male,13,NA
702100312259e11,4,1. Male,18,NA
505040421781e11,2,2. Female,67,NA
130303062325e12,3,1. Male,8,NA
902050322742e11,7,1. Male,2,NA
120302101304e12,6,1. Male,16,NA
703040522481e11,7,1. Male,2,NA
130303092318e12,5,1. Male,14,NA
604010122096e11,4,2. Female,7,NA
302070321315e11,7,2. Female,10,NA
201010211114e11,11,1. Male,16,NA
801050322514e11,9,2. Female,17,NA
101110321069e11,1,2. Female,35,NA
203020421116e11,3,1. Male,9,NA
2040401212e13,7,1. Male,5,NA
606070812102e11,2,2. Female,42,NA
406051321555e11,2,2. Female,44,NA
603021412255e11,5,2. Female,7,NA
204010321158e11,2,2. Female,60,NA
903050422718e11,2,2. Female,63,NA
70109022248e12,6,2. Female,10,NA
1.3040301231100001e+23,2,2. Female,26,NA
1203030823e14,3,1. Male,15,NA
104010221047e11,5,2. Female,11,NA
202010921104e11,3,2. Female,13,NA
101090321043e11,5,1. Male,13,NA
602041411922e11,3,1. Male,9,NA
302010411452e11,1,1. Male,84,NA
703030822397e11,4,1. Male,0,NA
401010521596e11,2,2. Female,50,NA
101050321073e11,2,2. Female,11,NA
130509072329e12,4,2. Female,40,NA
602041111847e11,7,2. Female,19,NA
603012811884e11,6,2. Female,10,NA
130502062329e12,3,1. Male,8,NA
602050312062e11,2,2. Female,3,NA
90305042272e12,6,2. Female,7,NA
7011001224e13,5,1. Male,3,NA
606070311952e11,9,2. Female,4,NA
603010911865e11,5,2. Female,15,NA
507050621814e11,7,1. Male,9,NA
204020321192e11,3,1. Male,7,NA
302030111402e11,6,1. Male,42,NA
20201112114e12,6,2. Female,3,NA
602020211933e11,11,2. Female,18,NA
301090321423e11,5,2. Female,4,NA
603012012144e11,5,2. Female,21,NA
103040321055e11,4,2. Female,12,NA
130206082321e12,4,1. Male,13,NA
605040112029e11,3,2. Female,15,NA
130304052325e12,9,2. Female,17,NA
110303022288e12,3,2. Female,3,NA
802050222491e11,4,1. Male,1,NA
103070121076e11,12,2. Female,0,NA
804030522539e11,9,2. Female,2,NA
120201012309e12,4,2. Female,16,NA
603040112152e11,1,1. Male,60,NA
301090221466e11,4,1. Male,13,NA
406010811587e11,5,2. Female,11,NA
203010421169e11,5,2. Female,4,NA
10050204128e13,3,1. Male,7,NA
703090422356e11,3,1. Male,5,NA
705050322442e11,5,1. Male,16,NA
603022912277e11,5,1. Male,8,NA
803040222603e11,4,2. Female,21,NA
602050312061e11,4,1. Male,2,NA
100506062282e12,3,2. Female,8,NA
703100222418e11,6,2. Female,6,NA
40602012152e12,4,1. Male,15,NA
702050412295e11,8,1. Male,12,NA
804020222506e11,4,2. Female,13,NA
303030121302e11,7,1. Male,8,NA
130305042322e12,5,2. Female,11,NA
901060322643e11,4,1. Male,8,NA
504030321711e11,2,2. Female,31,NA
701050122448e11,1,1. Male,54,NA
302091111271e11,4,2. Female,3,NA
60302051201e12,5,2. Female,5,NA
104080221086e11,6,1. Male,6,NA
602020111937e11,9,1. Male,3,NA
130303062325e12,1,1. Male,70,NA
507020221807e11,9,1. Male,32,NA
406030811574e11,5,1. Male,8,NA
130404022316e12,9,1. Male,0,NA
130202042319e12,2,2. Female,31,NA
12030101231e13,3,1. Male,0,NA
302030721408e11,3,2. Female,20,NA
701010522257e11,4,2. Female,13,NA
104060221012e11,4,1. Male,16,NA
101070321049e11,5,1. Male,4,NA
901060222663e11,5,1. Male,13,NA
120203052308e12,4,1. Male,8,NA
802030122626e11,3,2. Female,3,NA
204010521159e11,5,1. Male,11,NA
703050622416e11,5,2. Female,16,NA
302090611462e11,3,1. Male,21,NA
602050612157e11,10,1. Male,16,NA
705040122267e11,2,2. Female,53,NA
203021121164e11,4,2. Female,9,NA
302080121215e11,9,1. Male,6,NA
103020221053e11,6,2. Female,10,NA
702060322295e11,3,1. Male,11,NA
603021412194e11,9,1. Male,2,NA
401010321595e11,6,1. Male,4,NA
804030122541e11,4,1. Male,20,NA
100505012278e12,3,1. Male,16,NA
20402012115e12,7,1. Male,12,NA
606060412083e11,4,1. Male,17,NA
902030712682e11,5,2. Female,10,NA
101100711035e11,3,2. Female,12,NA
202020621143e11,6,1. Male,14,NA
1203020613e14,6,2. Female,2,NA
100306012277e12,6,1. Male,1,NA
602021711842e11,2,2. Female,32,NA
602021612186e11,6,1. Male,11,NA
130510022326e12,8,1. Male,0,NA
603013611973e11,4,1. Male,30,NA
603021412275e11,4,1. Male,17,NA
120101022306e12,1,2. Female,65,NA
603021312228e11,5,2. Female,26,NA
90205022274e12,5,2. Female,9,NA
802040122629e11,3,2. Female,26,NA
101100921034e11,3,2. Female,22,NA
6030404122e13,7,2. Female,19,NA
306020221441e11,4,2. Female,25,NA
130304012322e12,3,2. Female,28,NA
306080221441e11,3,2. Female,15,NA
603022711973e11,2,1. Male,4,NA
505030711768e11,1,2. Female,58,NA
10020203228e13,10,1. Male,8,NA
302020321294e11,5,1. Male,15,NA
120401082312e12,3,2. Female,8,NA
120103102304e12,3,1. Male,15,NA
602020812184e11,1,1. Male,24,NA
404020121642e11,3,1. Male,12,NA
602070112069e11,4,1. Male,5,NA
903020122751e11,2,2. Female,70,NA
104030221015e11,2,2. Female,29,NA
305070421225e11,4,1. Male,8,NA
110301012287e12,8,1. Male,0,NA
803040222603e11,11,1. Male,1,NA
901050322715e11,10,1. Male,17,NA
204050121203e11,7,1. Male,18,NA
130502032325e12,3,2. Female,6,NA
803080422559e11,4,1. Male,13,NA
204090121186e11,3,2. Female,0,NA
120302131303e12,4,1. Male,86,NA
204010421161e11,4,2. Female,3,NA
302020121318e11,6,1. Male,9,NA
402020421661e11,4,2. Female,12,NA
603025311999e11,11,2. Female,19,NA
603021412094e11,3,1. Male,4,NA
605060812091e11,3,2. Female,17,NA
602070112068e11,10,2. Female,8,NA
90105042276e12,5,1. Male,2,NA
302080121214e11,7,2. Female,7,NA
404060221545e11,2,1. Male,22,NA
702061312332e11,7,1. Male,6,NA
10101032108e12,3,1. Male,24,NA
40303032148e12,3,2. Female,34,NA
603024811894e11,9,1. Male,12,NA
13020402232e13,4,2. Female,8,NA
602030311926e11,2,1. Male,29,NA
603024412129e11,8,1. Male,26,NA
120308142302e12,3,2. Female,10,NA
60302651223e12,2,2. Female,28,NA
603030912242e11,16,2. Female,20,NA
603023612238e11,5,2. Female,22,NA
901070122666e11,7,1. Male,22,NA
50401022168e12,6,2. Female,9,NA
703100722407e11,1,2. Female,65,NA
901050322727e11,3,2. Female,17,NA
605060412086e11,8,2. Female,14,NA
803050122579e11,7,1. Male,2,NA
507080321683e11,8,1. Male,8,NA
801040422523e11,7,1. Male,5,NA
130507012326e12,3,1. Male,10,NA
306060121211e11,7,2. Female,3,NA
603021112189e11,4,1. Male,4,NA
110104012291e12,2,2. Female,16,NA
120302131303e12,4,2. Female,12,NA
110308022288e12,7,1. Male,7,NA
401020221615e11,2,2. Female,68,NA
20201112114e12,4,2. Female,7,NA
406030211571e11,9,1. Male,14,NA
703050422369e11,11,1. Male,0,NA
301090421375e11,7,1. Male,9,NA
301030321377e11,4,2. Female,13,NA
505030411685e11,3,2. Female,19,NA
802100322491e11,9,2. Female,58,NA
100102012282e12,3,1. Male,19,NA
605051622056e11,3,2. Female,24,NA
301050321432e11,2,2. Female,46,NA
90203081268e12,5,1. Male,9,NA
406040121579e11,7,2. Female,21,NA
603023112219e11,6,2. Female,11,NA
503010221703e11,4,2. Female,15,NA
201010611116e11,7,1. Male,0,NA
204070321179e11,7,2. Female,18,NA
60302111213e12,2,2. Female,44,NA
110408022287e12,4,2. Female,3,NA
110302042293e12,26,2. Female,20,NA
302010611311e11,9,1. Male,13,NA
103070321054e11,3,1. Male,19,NA
606050112104e11,7,1. Male,31,NA
802060122535e11,3,2. Female,1,NA
60207031207e12,9,2. Female,0,NA
120307012301e12,7,1. Male,3,NA
110306051287e12,8,1. Male,52,NA
120302101304e12,3,2. Female,10,NA
505050421762e11,1,2. Female,66,NA
605051012037e11,7,1. Male,13,NA
704010122324e11,4,2. Female,17,NA
702030222344e11,3,2. Female,3,NA
606030421943e11,1,1. Male,83,NA
101101021016e11,2,2. Female,40,NA
130503111327e12,7,2. Female,2,NA
606071012116e11,5,1. Male,15,NA
406060821545e11,3,1. Male,17,NA
303060321364e11,6,2. Female,9,NA
704070322468e11,7,1. Male,4,NA
403040421473e11,4,1. Male,20,NA
805020522621e11,4,2. Female,12,NA
301030121377e11,3,2. Female,37,NA
301090321426e11,10,2. Female,15,NA
605050112048e11,5,2. Female,65,NA
100502031279e12,3,1. Male,1,NA
60204151192e12,3,1. Male,20,NA
705050322442e11,6,1. Male,14,NA
602030812222e11,5,2. Female,5,NA
201070221105e11,4,2. Female,16,NA
802030122624e11,1,1. Male,38,NA
901040222657e11,8,1. Male,16,NA
803090122586e11,3,1. Male,9,NA
902030512634e11,11,2. Female,2,NA
401010321594e11,7,1. Male,31,NA
603010812165e11,2,1. Male,17,NA
120201152307e12,4,1. Male,13,NA
203021321172e11,4,2. Female,3,NA
110103032293e12,3,2. Female,17,NA
304040521271e11,8,1. Male,8,NA
702061112332e11,9,1. Male,20,NA
204080111097e11,5,1. Male,9,NA
803060422556e11,12,2. Female,3,NA
802040122629e11,2,2. Female,32,NA
701110222392e11,8,1. Male,2,NA
306020421412e11,7,2. Female,8,NA
602021411939e11,9,1. Male,70,NA
406050821555e11,4,1. Male,9,NA
80301022261e12,6,1. Male,13,NA
402010621655e11,13,1. Male,17,NA
703040222412e11,4,1. Male,12,NA
704050522375e11,9,2. Female,76,NA
100304032277e12,11,2. Female,0,NA
603020511989e11,4,2. Female,12,NA
804050222513e11,9,1. Male,2,NA
702100212292e11,3,2. Female,15,NA
703010322405e11,3,1. Male,13,NA
110303052285e12,6,2. Female,27,NA
702010222419e11,3,2. Female,8,NA
702100312292e11,13,1. Male,2,NA
504020121708e11,6,2. Female,0,NA
902030612684e11,7,2. Female,2,NA
603024011888e11,10,2. Female,24,NA
703090522307e11,4,2. Female,13,NA
110302062289e12,4,2. Female,12,NA
100401022283e12,3,2. Female,15,NA
702030522486e11,12,2. Female,1,NA
10020201228e13,4,1. Male,13,NA
903030122698e11,5,2. Female,2,NA
703030622347e11,4,1. Male,10,NA
402010321543e11,5,2. Female,9,NA
104060121012e11,10,1. Male,23,NA
903030222647e11,3,2. Female,18,NA
901010122726e11,4,1. Male,8,NA
100304012277e12,6,2. Female,12,NA
302110321234e11,4,1. Male,9,NA
702070122423e11,3,2. Female,30,NA
403170221478e11,5,2. Female,17,NA
605050912037e11,15,1. Male,4,NA
110203022287e12,8,1. Male,24,NA
302020121317e11,4,2. Female,14,NA
603030212256e11,5,2. Female,7,NA
802010122632e11,5,2. Female,9,NA
503040421701e11,6,2. Female,8,NA
702070122423e11,6,2. Female,0,NA
402010921602e11,7,2. Female,12,NA
704020522252e11,8,2. Female,10,NA
306040321454e11,7,2. Female,24,NA
130507022326e12,2,2. Female,60,NA
403120221559e11,4,2. Female,12,NA
603012111903e11,10,1. Male,23,NA
401040321611e11,5,1. Male,8,NA
11040202229e13,5,2. Female,21,NA
20101011111e12,4,2. Female,8,NA
705040222269e11,6,2. Female,2,NA
60302611215e12,10,2. Female,23,NA
602060212209e11,5,1. Male,0,NA
604010222097e11,8,1. Male,4,NA
60302511205e12,6,2. Female,69,NA
306050321212e11,9,1. Male,17,NA
603013112253e11,5,1. Male,20,NA
201070221105e11,5,1. Male,13,NA
804050322512e11,13,1. Male,4,NA
602050312061e11,9,2. Female,22,NA
402060221647e11,6,2. Female,6,NA
603012811884e11,1,1. Male,25,NA
603012012248e11,2,2. Female,15,NA
603022311895e11,13,2. Female,9,NA
20407012118e12,9,1. Male,13,NA
602050312062e11,11,1. Male,3,NA
30403022138e12,4,2. Female,10,NA
204080521188e11,4,2. Female,6,NA
605060311961e11,8,1. Male,20,NA
703050122281e11,11,2. Female,0,NA
702060222276e11,5,2. Female,13,NA
603021412049e11,4,1. Male,13,NA
100201012284e12,2,2. Female,46,NA
702060222275e11,4,2. Female,20,NA
60301191186e12,4,2. Female,1,NA
603026712131e11,9,2. Female,26,NA
403040321473e11,8,1. Male,0,NA
701050222447e11,8,1. Male,1,NA
503030221702e11,5,1. Male,0,NA
130203022316e12,7,1. Male,5,NA
603030811871e11,3,1. Male,32,NA
406070321584e11,4,2. Female,16,NA
404040121631e11,8,2. Female,8,NA
120103052306e12,3,1. Male,6,NA
100204012284e12,6,1. Male,10,NA
130503021327e12,2,2. Female,43,NA
602020312204e11,1,1. Male,40,NA
303030221365e11,5,1. Male,7,NA
100403012281e12,5,1. Male,7,NA
120306022296e12,5,1. Male,4,NA
204090121188e11,8,2. Female,16,NA
130509072327e12,6,1. Male,65,NA
703050922299e11,9,2. Female,20,NA
303060121299e11,4,2. Female,5,NA
603031011871e11,8,2. Female,10,NA
101080121003e11,2,2. Female,53,NA
406050711687e11,7,2. Female,0,NA
701010422258e11,15,1. Male,1,NA
603030312243e11,6,1. Male,25,NA
603024712095e11,1,2. Female,30,NA
130301022323e12,2,2. Female,19,NA
704070722468e11,10,2. Female,9,NA
403050121496e11,5,1. Male,5,NA
901030222644e11,8,1. Male,18,NA
40313012149e12,2,2. Female,20,NA
305040221279e11,2,2. Female,34,NA
403160121669e11,3,2. Female,18,NA
903030822695e11,4,1. Male,20,NA
802070422625e11,5,1. Male,13,NA
130206042322e12,3,2. Female,35,NA
201050121155e11,3,1. Male,1,NA
804050222513e11,2,2. Female,11,NA
203030221146e11,8,2. Female,13,NA
110305132291e12,3,2. Female,19,NA
702060922331e11,6,1. Male,6,NA
603030512004e11,1,1. Male,35,NA
603021512051e11,5,2. Female,21,NA
302010611228e11,3,1. Male,9,NA
401011121592e11,9,2. Female,16,NA
605060712085e11,7,2. Female,21,NA
803010422609e11,5,1. Male,0,NA
901030122638e11,3,2. Female,50,NA
201010211114e11,7,1. Male,37,NA
606010411947e11,2,2. Female,58,NA
402040121659e11,6,2. Female,8,NA
701100122399e11,5,2. Female,18,NA
201010311115e11,69,2. Female,16,NA
130501012329e12,11,1. Male,10,NA
505031011716e11,1,1. Male,82,NA
406070621602e11,2,2. Female,29,NA
302030211406e11,3,1. Male,10,NA
507060421683e11,6,1. Male,10,NA
101110621068e11,5,1. Male,3,NA
602020411841e11,6,2. Female,14,NA
406010321578e11,3,1. Male,16,NA
110102052292e12,2,2. Female,1,NA
100201012284e12,5,2. Female,3,NA
120201092307e12,6,1. Male,5,NA
603021012261e11,6,2. Female,9,NA
13050901233e13,4,2. Female,2,NA
130301022323e12,3,2. Female,17,NA
30107042143e12,2,2. Female,20,NA
60102012183e12,6,2. Female,80,NA
40506042151e12,4,2. Female,6,NA
903030622694e11,4,2. Female,24,NA
306030321411e11,5,1. Male,50,NA
505030211686e11,5,2. Female,18,NA
702010122418e11,3,1. Male,4,NA
130505012317e12,3,2. Female,20,NA
603023812236e11,5,2. Female,18,NA
605060712085e11,8,2. Female,11,NA
902010122686e11,6,1. Male,3,NA
606050311953e11,3,2. Female,19,NA
705010122368e11,4,1. Male,9,NA
602020812183e11,4,2. Female,29,NA
602050612061e11,6,1. Male,24,NA
401030221624e11,3,1. Male,24,NA
902030512749e11,5,1. Male,6,NA
702090422342e11,4,2. Female,4,NA
902040322739e11,4,1. Male,19,NA
507060321683e11,3,1. Male,0,NA
204080921198e11,6,1. Male,0,NA
703110422305e11,4,2. Female,10,NA
100503022279e12,4,2. Female,29,NA
701020422285e11,2,2. Female,13,NA
301030321411e11,3,2. Female,15,NA
703100722409e11,3,2. Female,22,NA
605060412086e11,9,1. Male,1,NA
602021812183e11,8,2. Female,4,NA
602041211923e11,12,2. Female,18,NA
504040221706e11,15,2. Female,20,NA
803031312552e11,3,2. Female,12,NA
120102052305e12,4,1. Male,0,NA
801040322528e11,8,2. Female,4,NA
202010221139e11,8,2. Female,65,NA
602030212221e11,1,2. Female,42,NA
901030222637e11,5,1. Male,3,NA
903050322674e11,6,1. Male,24,NA
505011021789e11,7,2. Female,14,NA
204030321183e11,2,2. Female,32,NA
903030822695e11,8,2. Female,4,NA
505040321777e11,8,2. Female,3,NA
302090121471e11,9,1. Male,15,NA
120302131303e12,3,1. Male,32,NA
901080522762e11,4,1. Male,2,NA
901080322727e11,3,2. Female,12,NA
704040322471e11,7,2. Female,6,NA
100101022282e12,3,2. Female,4,NA
602022312205e11,8,2. Female,61,NA
110303062285e12,8,1. Male,8,NA
805010122619e11,6,1. Male,18,NA
603025212229e11,4,2. Female,12,NA
90104062273e12,3,1. Male,15,NA
50502022177e12,8,2. Female,65,NA
603024912193e11,9,1. Male,22,NA
120302081303e12,6,2. Female,7,NA
13050901233e13,6,2. Female,4,NA
701020222282e11,6,1. Male,8,NA
110305102286e12,4,2. Female,16,NA
11030502229e13,7,2. Female,11,NA
203020121147e11,4,2. Female,14,NA
60302461219e12,4,1. Male,16,NA
130302082323e12,3,2. Female,3,NA
604020121825e11,11,1. Male,23,NA
603013722128e11,3,1. Male,2,NA
606010111947e11,7,2. Female,20,NA
605051112057e11,5,2. Female,0,NA
901080522762e11,8,1. Male,0,NA
606010411948e11,2,2. Female,21,NA
602020811837e11,6,1. Male,17,NA
402050821552e11,7,1. Male,4,NA
603010611861e11,5,2. Female,14,NA
130403052316e12,1,1. Male,73,NA
60201012185e12,4,2. Female,9,NA
130208022321e12,2,2. Female,79,NA
204080411195e11,5,2. Female,80,NA
406020321569e11,1,1. Male,63,NA
302090221407e11,3,2. Female,0,NA
703050322262e11,4,2. Female,5,NA
606040212115e11,6,1. Male,2,NA
603010612e14,1,2. Female,26,NA
703060222406e11,3,1. Male,12,NA
120302191301e12,3,1. Male,20,NA
504010121712e11,2,2. Female,23,NA
704060322384e11,5,1. Male,16,NA
100501011278e12,14,2. Female,17,NA
80405032251e12,4,2. Female,25,NA
401030221623e11,3,2. Female,5,NA
302060421255e11,5,2. Female,3,NA
505030611786e11,3,1. Male,7,NA
100402012283e12,7,2. Female,7,NA
100506062282e12,2,2. Female,50,NA
110405012287e12,9,2. Female,16,NA
902050322752e11,3,2. Female,13,NA
204080211097e11,3,1. Male,14,NA
130302082323e12,3,1. Male,11,NA
603010611861e11,5,1. Male,24,NA
110205012286e12,4,2. Female,12,NA
704080322328e11,8,2. Female,8,NA
603013722002e11,3,2. Female,8,NA
130503101328e12,2,1. Male,9,NA
30608032144e12,5,2. Female,11,NA
406010721588e11,7,2. Female,18,NA
701010122254e11,5,1. Male,3,NA
100201012284e12,6,2. Female,0,NA
120103022304e12,5,2. Female,8,NA
606070411941e11,6,2. Female,22,NA
902030512687e11,14,2. Female,1,NA
204030221183e11,5,2. Female,1,NA
603021412194e11,7,1. Male,20,NA
406010721577e11,6,2. Female,1,NA
603024912166e11,4,2. Female,12,NA
110301031293e12,6,2. Female,8,NA
2.0302062117300002e+22,4,1. Male,12,NA
20101122109e12,5,1. Male,20,NA
100503032279e12,7,2. Female,5,NA
100302032278e12,5,2. Female,0,NA
401030321625e11,8,1. Male,2,NA
606010211947e11,2,1. Male,20,NA
120302101298e12,4,2. Female,9,NA
130303102313e12,3,1. Male,15,NA
801050322532e11,4,1. Male,11,NA
902020222658e11,12,1. Male,0,NA
801020122533e11,3,1. Male,17,NA
110105032291e12,3,2. Female,16,NA
110102042292e12,2,2. Female,34,NA
605051221996e11,7,1. Male,1,NA
20101011111e12,12,1. Male,15,NA
903060322699e11,3,2. Female,2,NA
603021112241e11,2,2. Female,34,NA
802100122622e11,5,2. Female,15,NA
603030712287e11,3,1. Male,12,NA
110105032292e12,4,1. Male,15,NA
304010221357e11,3,2. Female,12,NA
405040221541e11,2,2. Female,50,NA
603012712289e11,6,1. Male,22,NA
803030322599e11,8,2. Female,3,NA
60102022183e12,2,2. Female,39,NA
130209022319e12,3,1. Male,27,NA
901040722732e11,5,2. Female,12,NA
603024012145e11,1,1. Male,56,NA
701080422289e11,8,1. Male,10,NA
30211022132e12,3,1. Male,7,NA
802080122498e11,2,2. Female,21,NA
204020321192e11,6,2. Female,4,NA
602022212186e11,5,2. Female,1,NA
